user_id,clinic_id,role_type,first_name,last_name,email,password_hash,created_at,last_login,is_active,failed_login_attempts
U011,C041,Doctor,Muthu,Iyengar,muthui@C041.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-07-18 00:00:00+00:00,2026-04-01 21:59:00+00:00,True,0
U012,C010,Doctor,Shanthi,Natarajan,shanthi.natarajan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-03-19 00:00:00+00:00,2026-03-14 02:00:00+00:00,True,2
U013,C016,Clinic_Admin,Deepa,Balasubramanian,deepab@C016.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2021-12-24 00:00:00+00:00,2026-03-14 10:36:00+00:00,True,0
U014,C015,Doctor,Nithya,Ranganathan,nithyar@C015.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-12-29 00:00:00+00:00,2026-03-23 19:06:00+00:00,True,0
U015,C045,Doctor,Rajesh,Swaminathan,rajeshs@C045.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-07-31 00:00:00+00:00,2026-03-20 09:21:00+00:00,True,3
U016,C023,Doctor,Suresh,Chandran,suresh.chandran@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-11-06 00:00:00+00:00,2026-03-19 08:58:00+00:00,True,0
U017,C047,Doctor,Venkatesh,Raghavan,venkatesh.raghavan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-06-06 00:00:00+00:00,2026-03-03 17:16:00+00:00,True,3
U018,C038,Doctor,Anand,Srinivasan,anands@C038.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-11-20 00:00:00+00:00,2026-04-06 20:09:00+00:00,True,0
U019,C030,Doctor,Priya,Iyer,priya.iyer@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-08-15 00:00:00+00:00,2024-04-18 00:00:00+00:00,False,0
U020,C043,Doctor,Madhavan,Pillai,madhavan.pillai@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-07-19 00:00:00+00:00,2026-03-15 06:10:00+00:00,True,0
U021,C034,Pharmacist,Murugan,Krishnan,murugan.krishnan@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-10-01 00:00:00+00:00,2026-03-08 12:20:00+00:00,True,0
U022,C034,Doctor,Meenakshi,Reddy,meenakshir@C034.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-08-21 00:00:00+00:00,2026-03-29 20:29:00+00:00,True,0
U023,C038,Doctor,Shanthi,Srinivasan,shanthi.srinivasan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-01-18 00:00:00+00:00,2026-04-06 08:09:00+00:00,True,0
U024,C029,Doctor,Abirami,Srinivasan,abirami.srinivasan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-09-07 00:00:00+00:00,2026-03-29 14:06:00+00:00,True,0
U025,C047,Clinic_Admin,Sowmya,Swaminathan,sowmyas@C047.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2022-07-22 00:00:00+00:00,2024-10-24 00:00:00+00:00,False,0
U026,C005,Pharmacist,Prabhu,Sundaram,prabhu.sundaram@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-09-22 00:00:00+00:00,2026-03-12 14:29:00+00:00,True,1
U027,C012,Doctor,Ramya,Krishnan,ramyak@C012.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-12-02 00:00:00+00:00,2026-03-04 14:47:00+00:00,True,0
U028,C033,Doctor,Kavitha,Mudaliar,kavitha.mudaliar@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-10-29 00:00:00+00:00,2026-03-25 02:56:00+00:00,True,0
U029,C008,Pharmacist,Ravi,Swaminathan,ravis@C008.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-09-22 00:00:00+00:00,2023-12-15 00:00:00+00:00,False,0
U030,C047,Pharmacist,Lakshmi,Mudaliar,lakshmi.mudaliar@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-06-27 00:00:00+00:00,2026-03-09 11:53:00+00:00,True,0
U031,C012,Pharmacist,Rajesh,Chettiar,rajeshc@C012.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-07-30 00:00:00+00:00,2026-03-17 04:50:00+00:00,True,0
U032,C013,Doctor,Kavitha,Krishnan,kavitha.krishnan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-05-25 00:00:00+00:00,2026-03-20 21:00:00+00:00,True,0
U033,C006,Clinic_Admin,Vijay,Iyer,vijay.iyer@tnhealthnetwork.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2021-06-30 00:00:00+00:00,2026-04-02 11:02:00+00:00,True,0
U034,C031,Doctor,Ramya,Pillai,ramya.pillai@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-06-08 00:00:00+00:00,2026-03-27 22:57:00+00:00,True,0
U035,C048,Doctor,Kavitha,Chettiar,kavithac@C048.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-03-05 00:00:00+00:00,2026-04-07 22:14:00+00:00,True,0
U036,C043,Pharmacist,Ravi,Natarajan,ravin@C043.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-06-13 00:00:00+00:00,2026-03-11 17:29:00+00:00,True,2
U037,C025,Doctor,Arun,Natarajan,arun.natarajan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-11-13 00:00:00+00:00,2026-03-12 19:04:00+00:00,True,0
U038,C024,Doctor,Kavitha,Mudaliar,kavitha.mudaliar@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-01-17 00:00:00+00:00,2026-03-23 08:08:00+00:00,True,0
U039,C017,Doctor,Yamuna,Vasudevan,yamunav@C017.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-01-21 00:00:00+00:00,2026-04-04 20:30:00+00:00,True,0
U040,C022,Clinic_Admin,Anitha,Gounder,anithag@C022.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2021-05-31 00:00:00+00:00,2026-03-18 13:53:00+00:00,True,0
U041,C049,Clinic_Admin,Gayathri,Balasubramanian,gayathri.balasubramanian@tnhealthnetwork.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2022-11-16 00:00:00+00:00,2026-03-12 23:19:00+00:00,True,0
U042,C003,Pharmacist,Saravanan,Vasudevan,saravanan.vasudevan@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-11-23 00:00:00+00:00,2026-03-12 18:37:00+00:00,True,0
U043,C001,Doctor,Sowmya,Iyer,sowmya.iyer@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-12-21 00:00:00+00:00,2026-03-17 21:42:00+00:00,True,0
U044,C019,Pharmacist,Vidya,Krishnan,vidyak@C019.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-12-11 00:00:00+00:00,2026-03-27 11:33:00+00:00,True,0
U045,C031,Doctor,Kamala,Subramanian,kamala.subramanian@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-09-29 00:00:00+00:00,2024-06-01 00:00:00+00:00,False,0
U046,C043,Doctor,Muthu,Srinivasan,muthus@C043.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-11-16 00:00:00+00:00,2024-04-23 00:00:00+00:00,False,0
U047,C044,Clinic_Admin,Priya,Balasubramanian,priya.balasubramanian@tnhealthnetwork.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2022-12-31 00:00:00+00:00,2026-03-11 11:38:00+00:00,True,0
U048,C046,Doctor,Vijay,Krishnan,vijayk@C046.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-10-13 00:00:00+00:00,2026-03-03 18:02:00+00:00,True,0
U049,C029,Doctor,Shanthi,Chettiar,shanthi.chettiar@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-10-28 00:00:00+00:00,2026-03-12 13:53:00+00:00,True,0
U050,C021,Pharmacist,Prabhu,Reddy,prabhu.reddy@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-06-08 00:00:00+00:00,2026-04-04 19:22:00+00:00,True,0
U051,C043,Doctor,Bhavani,Viswanathan,bhavaniv@C043.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-04-25 00:00:00+00:00,2023-08-11 00:00:00+00:00,False,0
U052,C023,Doctor,Nithya,Raghavan,nithyar@C023.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-01-05 00:00:00+00:00,2023-04-07 00:00:00+00:00,False,0
U053,C029,Doctor,Venkatesh,Vasudevan,venkateshv@C029.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-02-07 00:00:00+00:00,2026-03-01 14:31:00+00:00,True,0
U054,C026,Pharmacist,Mohan,Krishnan,mohan.krishnan@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-03-19 00:00:00+00:00,2026-03-20 16:39:00+00:00,True,0
U055,C017,Pharmacist,Kavitha,Srinivasan,kavitha.srinivasan@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-03-10 00:00:00+00:00,2026-04-01 06:21:00+00:00,True,0
U056,C025,Pharmacist,Vidya,Subramanian,vidya.subramanian@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-12-23 00:00:00+00:00,2026-03-21 03:40:00+00:00,True,0
U057,C009,Doctor,Revathi,Raghavan,revathi.raghavan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-04-22 00:00:00+00:00,2026-04-05 16:00:00+00:00,True,0
U058,C026,Doctor,Yamuna,Raghavan,yamunar@C026.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-12-18 00:00:00+00:00,2023-01-31 00:00:00+00:00,False,0
U059,C046,Pharmacist,Priya,Natarajan,priyan@C046.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-04-30 00:00:00+00:00,2026-03-15 15:02:00+00:00,True,0
U060,C021,Pharmacist,Kamala,Srinivasan,kamala.srinivasan@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-08-06 00:00:00+00:00,2026-03-20 19:35:00+00:00,True,0
U061,C039,Doctor,Abirami,Nair,abirami.nair@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-08-02 00:00:00+00:00,2026-03-15 07:28:00+00:00,True,0
U062,C046,Doctor,Ramesh,Nair,rameshn@C046.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-07-17 00:00:00+00:00,2026-03-05 23:55:00+00:00,True,0
U063,C029,Doctor,Vijay,Chandran,vijay.chandran@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-01-19 00:00:00+00:00,2026-03-06 06:31:00+00:00,True,0
U064,C026,Doctor,Arun,Mudaliar,arun.mudaliar@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-06-20 00:00:00+00:00,2026-03-11 09:00:00+00:00,True,0
U065,C020,Pharmacist,Yamuna,Krishnan,yamuna.krishnan@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-09-07 00:00:00+00:00,2026-03-28 14:53:00+00:00,True,0
U066,C023,Doctor,Priya,Nair,priya.nair@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-08-28 00:00:00+00:00,2026-03-17 11:51:00+00:00,True,1
U067,C049,Clinic_Admin,Madhavan,Vasudevan,madhavanv@C049.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2022-07-27 00:00:00+00:00,2026-03-25 21:18:00+00:00,True,0
U068,C001,Doctor,Bhavani,Viswanathan,bhavani.viswanathan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-05-17 00:00:00+00:00,2026-03-11 16:47:00+00:00,True,2
U069,C004,Pharmacist,Murugan,Chandran,murugan.chandran@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-05-02 00:00:00+00:00,2024-05-04 00:00:00+00:00,False,1
U070,C001,Pharmacist,Indira,Iyer,indira.iyer@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2022-03-02 00:00:00+00:00,2026-03-21 06:29:00+00:00,True,0
U071,C013,Doctor,Anitha,Reddy,anitha.reddy@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-05-22 00:00:00+00:00,2026-03-05 15:28:00+00:00,True,2
U072,C019,Doctor,Meenakshi,Subramanian,meenakshi.subramanian@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-02-22 00:00:00+00:00,2026-04-04 18:43:00+00:00,True,0
U073,C015,Pharmacist,Venkatesh,Gounder,venkateshg@C015.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-06-17 00:00:00+00:00,2026-03-16 23:50:00+00:00,True,3
U074,C040,Clinic_Admin,Venkatesh,Ranganathan,venkateshr@C040.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2021-04-20 00:00:00+00:00,2026-03-13 00:30:00+00:00,True,0
U075,C007,Clinic_Admin,Yamuna,Chettiar,yamuna.chettiar@tnhealthnetwork.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2021-11-26 00:00:00+00:00,2026-03-11 05:30:00+00:00,True,0
U076,C012,Doctor,Gayathri,Iyer,gayathrii@C012.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-08-31 00:00:00+00:00,2026-03-02 05:14:00+00:00,True,0
U077,C046,Doctor,Vidya,Nair,vidyan@C046.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-03-14 00:00:00+00:00,2026-03-30 04:19:00+00:00,True,0
U078,C032,Doctor,Vijay,Raghavan,vijay.raghavan@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-10-26 00:00:00+00:00,2026-03-24 06:35:00+00:00,True,0
U079,C038,Pharmacist,Senthil,Mudaliar,senthil.mudaliar@tnhealthnetwork.in,pbkdf2_sha256$1200000$YfCfY5yQGgwN2W8bipKxIw$jrCRmgN44tUJ+dGSsgEQ4yaES8ET4GI3Qescpdo9JXw=,2021-06-22 00:00:00+00:00,2023-09-17 00:00:00+00:00,False,2
U080,C043,Doctor,Ganesh,Swaminathan,ganeshs@C043.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-06-20 00:00:00+00:00,2026-03-20 07:05:00+00:00,True,0
U081,C012,Clinic_Admin,Balaji,Viswanathan,balaji.viswanathan@tnhealthnetwork.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2022-03-16 00:00:00+00:00,2026-03-15 00:58:00+00:00,True,0
U082,C042,Clinic_Admin,Muthu,Vasudevan,muthuv@C042.in,pbkdf2_sha256$1200000$1Ty5G44vSlOVnj5kNdzwhW$SzGaDdPEDZQsJM37Jh1HxWxlMx6LXm5KJ3OV1xdRQjs=,2021-10-18 00:00:00+00:00,2023-08-27 00:00:00+00:00,False,0
U083,C030,Doctor,Muthu,Reddy,muthu.reddy@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-08-17 00:00:00+00:00,2026-03-17 22:55:00+00:00,True,1
U084,C017,Doctor,Rajesh,Chettiar,rajesh.chettiar@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-02-19 00:00:00+00:00,2026-03-24 08:23:00+00:00,True,1
U085,C037,Doctor,Saravanan,Pillai,saravanan.pillai@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-06-17 00:00:00+00:00,2026-03-18 09:07:00+00:00,True,2
U086,C017,Doctor,Bhavani,Chettiar,bhavani.chettiar@tnhealthnetwork.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2022-10-07 00:00:00+00:00,2026-03-23 08:49:00+00:00,True,0
U087,C032,Doctor,Dinesh,Vasudevan,dineshv@C032.in,pbkdf2_sha256$1200000$KyfDgRLJelYXUHwZ9IyiXF$TZEkMM6PaokpMp5xXlTmOCiKnchNcK9NTnX5SVMtL5E=,2021-03-29 00:00:00+00:00,2026-03-12 03:58:00+00:00,True,0
